x1,x2,x3,filename
T52,LIVB 23961 23971,Padina sp.,10.1371_journal.pone.0064651.ann
T53,LIVB 23973 23985,Amphiroa sp.,10.1371_journal.pone.0064651.ann
T54,LIVB 23990 24004,Turbinaria sp.,10.1371_journal.pone.0064651.ann
T55,LIVB 24175 24183,Amphiroa,10.1371_journal.pone.0064651.ann
T56,LIVB 24243 24248,DMSPi,10.1371_journal.pone.0064651.ann
T57,LIVB 24263 24268,DMSPi,10.1371_journal.pone.0064651.ann
T58,LIVB 24288 24293,DMSPi,10.1371_journal.pone.0064651.ann
T59,LIVB 24327 24332,DMSPi,10.1371_journal.pone.0064651.ann
T60,LIVB 24351 24356,DMSPi,10.1371_journal.pone.0064651.ann
T61,LIVB 27124 27136,Amphiroa sp.,10.1371_journal.pone.0064651.ann
T62,LIVB 29419 29431,Amphiroa sp.,10.1371_journal.pone.0064651.ann
T63,LIVB 29576 29588,Amphiroa sp.,10.1371_journal.pone.0064651.ann
T64,LIVB 30168 30178,Padina sp.,10.1371_journal.pone.0064651.ann
T65,LIVB 30183 30197,Turbinaria sp.,10.1371_journal.pone.0064651.ann
T66,LIVB 30310 30325,Tropical corals,10.1371_journal.pone.0064651.ann
T67,LIVB 31418 31430,Amphiroa sp.,10.1371_journal.pone.0064651.ann
T68,LIVB 31801 31823,Lithothamnion glaciale,10.1371_journal.pone.0064651.ann
T69,LIVB 31953 31963,Padina sp.,10.1371_journal.pone.0064651.ann
T70,LIVB 32086 32096,Padina sp.,10.1371_journal.pone.0064651.ann
T71,LIVB 33191 33197,GB3012,10.1371_journal.pone.0064651.ann
T72,LIVB 34229 34239,Macroalgal,10.1371_journal.pone.0064651.ann
T73,LIVB 34344 34359,Coralline algae,10.1371_journal.pone.0064651.ann
T74,LIVB 36612 36634,Lithothamnion glaciale,10.1371_journal.pone.0064651.ann
T75,LIVB 37497 37517,Corallinaceae Spores,10.1371_journal.pone.0064651.ann
T76,LIVB 37526 37531,phyta,10.1371_journal.pone.0064651.ann
T77,LIVB 38079 38093,coralline alga,10.1371_journal.pone.0064651.ann
T78,LIVB 38094 38112,Corallina sessilis,10.1371_journal.pone.0064651.ann
T79,LIVB 38114 38124,Rhodophyta,10.1371_journal.pone.0064651.ann
T80,LIVB 39913 39935,"Van Alstyne K, Puglisi",10.1371_journal.pone.0064651.ann
T81,LIVB 40592 40596,Ulva,10.1371_journal.pone.0064651.ann
T82,LIVB 40598 40611,Chlorophyceae,10.1371_journal.pone.0064651.ann
T83,LIVB 40804 40821,Emiliania huxleyi,10.1371_journal.pone.0064651.ann
T84,LIVB 43702 43728,"Van Alstyne KL, Pelletreau",10.1371_journal.pone.0064651.ann
T85,LIVB 43853 43870,Littorina sitkana,10.1371_journal.pone.0064651.ann
T86,LIVB 43941 43962,"Van Alstyne KL, Wolfe",10.1371_journal.pone.0064651.ann
T87,LIVB 44577 44599,Pacific calico scallop,10.1371_journal.pone.0064651.ann
T88,LIVB 44600 44622,Argopecten ventricosus,10.1371_journal.pone.0064651.ann
T89,LIVB 44772 44793,Australian sea urchin,10.1371_journal.pone.0064651.ann
T90,LIVB 44794 44820,Heliocidaris erythrogramma,10.1371_journal.pone.0064651.ann
T91,LIVB 45165 45172,Seaweed,10.1371_journal.pone.0064651.ann
T0,LIVB 768 772,EAMs,10.1371_journal.pone.0077737.ann
T1,LIVB 5683 5687,EAMs,10.1371_journal.pone.0077737.ann
T2,LIVB 6025 6029,EAMs,10.1371_journal.pone.0077737.ann
T3,LIVB 7839 7848,herbivore,10.1371_journal.pone.0077737.ann
T4,LIVB 13192 13196,EAMs,10.1371_journal.pone.0077737.ann
T5,LIVB 14048 14052,EAMs,10.1371_journal.pone.0077737.ann
T6,LIVB 17044 17048,EAMs,10.1371_journal.pone.0077737.ann
T7,LIVB 18582 18586,EAMs,10.1371_journal.pone.0077737.ann
T8,LIVB 19687 19691,EAMs,10.1371_journal.pone.0077737.ann
T9,LIVB 20086 20090,EAMs,10.1371_journal.pone.0077737.ann
T10,LIVB 20186 20195,herbivore,10.1371_journal.pone.0077737.ann
T11,LIVB 20956 20960,EAMs,10.1371_journal.pone.0077737.ann
T12,LIVB 22731 22735,EAMs,10.1371_journal.pone.0077737.ann
T13,LIVB 23972 23976,EAMs,10.1371_journal.pone.0077737.ann
T14,LIVB 24525 24534,herbivore,10.1371_journal.pone.0077737.ann
T15,LIVB 24564 24568,EAMs,10.1371_journal.pone.0077737.ann
T16,LIVB 26141 26144,PLA,10.1371_journal.pone.0077737.ann
T17,LIVB 27277 27283,Limnol,10.1371_journal.pone.0077737.ann
T18,LIVB 27530 27537,Scoffin,10.1371_journal.pone.0077737.ann
T19,LIVB 29148 29181,surgeonfish Ctenochaetus striatus,10.1371_journal.pone.0077737.ann
T20,LIVB 29493 29504,Cryptofauna,10.1371_journal.pone.0077737.ann
T21,LIVB 29894 29906,damselfishes,10.1371_journal.pone.0077737.ann
T22,LIVB 29908 29921,Pomacentridae,10.1371_journal.pone.0077737.ann
T23,LIVB 29923 29932,Labroidei,10.1371_journal.pone.0077737.ann
T24,LIVB 30629 30635,Limnol,10.1371_journal.pone.0077737.ann
T25,LIVB 31617 31623,Limnol,10.1371_journal.pone.0077737.ann
T26,LIVB 31625 31633,Oceanogr,10.1371_journal.pone.0077737.ann
T27,LIVB 32304 32313,herbivore,10.1371_journal.pone.0077737.ann
T28,LIVB 32906 32915,Herbivore,10.1371_journal.pone.0077737.ann
T29,LIVB 34520 34531,herbivorous,10.1371_journal.pone.0077737.ann
T30,LIVB 34533 34545,rabbitfishes,10.1371_journal.pone.0077737.ann
T31,LIVB 34548 34559,Perciformes,10.1371_journal.pone.0077737.ann
T32,LIVB 34561 34570,Siganidae,10.1371_journal.pone.0077737.ann
T33,LIVB 34749 34755,Limnol,10.1371_journal.pone.0077737.ann
T34,LIVB 34936 34948,parrotfishes,10.1371_journal.pone.0077737.ann
T35,LIVB 35046 35053,Prathep,10.1371_journal.pone.0077737.ann
T36,LIVB 35270 35280,Phosphorus,10.1371_journal.pone.0077737.ann
T37,LIVB 35325 35331,Limnol,10.1371_journal.pone.0077737.ann
T38,LIVB 35647 35669,Montastraea  annularis,10.1371_journal.pone.0077737.ann
T39,LIVB 35904 35925,Montastraea annularis,10.1371_journal.pone.0077737.ann
T40,LIVB 36107 36113,blenny,10.1371_journal.pone.0077737.ann
T41,LIVB 36658 36674,steephead parrot,10.1371_journal.pone.0077737.ann
T42,LIVB 36682 36691,Chlorurus,10.1371_journal.pone.0077737.ann
T43,LIVB 36693 36704,microrhinos,10.1371_journal.pone.0077737.ann
T44,LIVB 36849 36860,herbivorous,10.1371_journal.pone.0077737.ann
T45,LIVB 36988 36997,meps10250,10.1371_journal.pone.0077737.ann
T0,LIVB 2841 2875,O¨ sterreichische Gesellschaft fu¨,10.1371_journal.pone.0086281.ann
T1,LIVB 2878 2893,Polarforschung’,10.1371_journal.pone.0086281.ann
T2,LIVB 2933 2943,Stipendium,10.1371_journal.pone.0086281.ann
T3,LIVB 9503 9513,graminoids,10.1371_journal.pone.0086281.ann
T4,LIVB 11821 11825,Deep,10.1371_journal.pone.0086281.ann
T5,LIVB 11914 11920,Medium,10.1371_journal.pone.0086281.ann
T6,LIVB 15631 15641,graminoids,10.1371_journal.pone.0086281.ann
T7,LIVB 15701 15724,Alopecurus magellanicus,10.1371_journal.pone.0086281.ann
T8,LIVB 15726 15743,Bistorta vivipara,10.1371_journal.pone.0086281.ann
T9,LIVB 15750 15770,Polygonum viviparum),10.1371_journal.pone.0086281.ann
T10,LIVB 15772 15790,Cassiope tetragona,10.1371_journal.pone.0086281.ann
T11,LIVB 15792 15808,Dryas octopetala,10.1371_journal.pone.0086281.ann
T12,LIVB 15810 15816,Luzula,10.1371_journal.pone.0086281.ann
T13,LIVB 15817 15839,arcuata subsp. confusa,10.1371_journal.pone.0086281.ann
T14,LIVB 15841 15860,Pedicularis hirsuta,10.1371_journal.pone.0086281.ann
T15,LIVB 15862 15875,Salix polaris,10.1371_journal.pone.0086281.ann
T16,LIVB 15880 15889,Stellaria,10.1371_journal.pone.0086281.ann
T17,LIVB 15890 15899,crassipes,10.1371_journal.pone.0086281.ann
T18,LIVB 16984 16994,Alopecurus,10.1371_journal.pone.0086281.ann
T19,LIVB 16996 17001,Dryas,10.1371_journal.pone.0086281.ann
T20,LIVB 17003 17009,Luzula,10.1371_journal.pone.0086281.ann
T21,LIVB 17135 17143,Bistorta,10.1371_journal.pone.0086281.ann
T22,LIVB 17292 17303,Pedicularis,10.1371_journal.pone.0086281.ann
T23,LIVB 17308 17317,Stellaria,10.1371_journal.pone.0086281.ann
T24,LIVB 17400 17408,Cassiope,10.1371_journal.pone.0086281.ann
T25,LIVB 21303 21326,Alopecurus magellanicus,10.1371_journal.pone.0086281.ann
T26,LIVB 21386 21403,Bistorta vivipara,10.1371_journal.pone.0086281.ann
T27,LIVB 21485 21503,Cassiope tetragona,10.1371_journal.pone.0086281.ann
T28,LIVB 21562 21578,Dryas octopetala,10.1371_journal.pone.0086281.ann
T29,LIVB 21580 21594,Luzula arcuata,10.1371_journal.pone.0086281.ann
T30,LIVB 21703 21722,Pedicularis hirsuta,10.1371_journal.pone.0086281.ann
T31,LIVB 21776 21795,Stellaria crassipes,10.1371_journal.pone.0086281.ann
T32,LIVB 21888 21901,Salix polaris,10.1371_journal.pone.0086281.ann
T33,LIVB 23672 23680,Cassiope,10.1371_journal.pone.0086281.ann
T34,LIVB 23685 23690,Salix,10.1371_journal.pone.0086281.ann
T35,LIVB 23708 23716,Bistorta,10.1371_journal.pone.0086281.ann
T36,LIVB 24627 24635,Cassiope,10.1371_journal.pone.0086281.ann
T37,LIVB 24637 24648,Pedicularis,10.1371_journal.pone.0086281.ann
T38,LIVB 24653 24662,Stellaria,10.1371_journal.pone.0086281.ann
T39,LIVB 24702 24712,Alopecurus,10.1371_journal.pone.0086281.ann
T40,LIVB 24714 24722,Bistorta,10.1371_journal.pone.0086281.ann
T41,LIVB 24774 24782,Cassiope,10.1371_journal.pone.0086281.ann
T42,LIVB 24784 24790,Luzula,10.1371_journal.pone.0086281.ann
T43,LIVB 24795 24806,Pedicularis,10.1371_journal.pone.0086281.ann
T44,LIVB 24833 24842,Stellaria,10.1371_journal.pone.0086281.ann
T45,LIVB 26032 26045,Salix polaris,10.1371_journal.pone.0086281.ann
T46,LIVB 26047 26065,Cassiope tetragona,10.1371_journal.pone.0086281.ann
T47,LIVB 26067 26086,Pedicularis hirsuta,10.1371_journal.pone.0086281.ann
T48,LIVB 26088 26102,Luzula arcuata,10.1371_journal.pone.0086281.ann
T49,LIVB 26104 26123,Stellaria crassipes,10.1371_journal.pone.0086281.ann
T50,LIVB 26125 26148,Alopecurus magellanicus,10.1371_journal.pone.0086281.ann
T51,LIVB 26150 26166,Dryas octopetala,10.1371_journal.pone.0086281.ann
T52,LIVB 26168 26185,Bistorta vivipara,10.1371_journal.pone.0086281.ann
T53,LIVB 26293 26299,Luzula,10.1371_journal.pone.0086281.ann
T54,LIVB 26330 26338,Cassiope,10.1371_journal.pone.0086281.ann
T55,LIVB 26343 26354,Pedicularis,10.1371_journal.pone.0086281.ann
T56,LIVB 26357 26380,Alopecurus magellanicus,10.1371_journal.pone.0086281.ann
T57,LIVB 26410 26420,Alopecurus,10.1371_journal.pone.0086281.ann
T58,LIVB 26650 26667,Bistorta vivipara,10.1371_journal.pone.0086281.ann
T59,LIVB 26680 26688,Bistorta,10.1371_journal.pone.0086281.ann
T60,LIVB 27022 27030,Bistorta,10.1371_journal.pone.0086281.ann
T61,LIVB 27174 27192,Cassiope tetragona,10.1371_journal.pone.0086281.ann
T62,LIVB 27230 27238,Cassiope,10.1371_journal.pone.0086281.ann
T63,LIVB 27485 27493,Cassiope,10.1371_journal.pone.0086281.ann
T64,LIVB 27630 27646,Dryas octopetala,10.1371_journal.pone.0086281.ann
T65,LIVB 28146 28160,Luzula arcuata,10.1371_journal.pone.0086281.ann
T66,LIVB 28182 28188,Luzula,10.1371_journal.pone.0086281.ann
T67,LIVB 28653 28672,Pedicularis hirsute,10.1371_journal.pone.0086281.ann
T68,LIVB 28759 28770,Pedicularis,10.1371_journal.pone.0086281.ann
T69,LIVB 29282 29295,Salix Polaris,10.1371_journal.pone.0086281.ann
T70,LIVB 29404 29409,Salix,10.1371_journal.pone.0086281.ann
T71,LIVB 29966 29985,Stellaria crassipes,10.1371_journal.pone.0086281.ann
T72,LIVB 30009 30018,Stellaria,10.1371_journal.pone.0086281.ann
T73,LIVB 33200 33222,Alopecurusmagellanicus,10.1371_journal.pone.0086281.ann
T74,LIVB 33282 33299,Cassiopetetragona,10.1371_journal.pone.0086281.ann
T75,LIVB 33393 33411,Pedicularishirsuta,10.1371_journal.pone.0086281.ann
T76,LIVB 33433 33445,Salixpolaris,10.1371_journal.pone.0086281.ann
T77,LIVB 35885 35908,Alopecurus magellanicus,10.1371_journal.pone.0086281.ann
T78,LIVB 35910 35926,Dryas octopetala,10.1371_journal.pone.0086281.ann
T79,LIVB 35928 35942,Luzula arcuata,10.1371_journal.pone.0086281.ann
T80,LIVB 35944 35957,Salix polaris,10.1371_journal.pone.0086281.ann
T81,LIVB 35998 36015,Bistorta vivipara,10.1371_journal.pone.0086281.ann
T82,LIVB 36060 36078,Cassiope tetragona,10.1371_journal.pone.0086281.ann
T83,LIVB 36112 36131,Pedicularis hirsuta,10.1371_journal.pone.0086281.ann
T84,LIVB 36133 36152,Stellaria crassipes,10.1371_journal.pone.0086281.ann
T85,LIVB 37021 37044,Alopecurus magellanicus,10.1371_journal.pone.0086281.ann
T86,LIVB 37098 37115,Bistorta vivipara,10.1371_journal.pone.0086281.ann
T87,LIVB 37174 37192,Cassiope tetragona,10.1371_journal.pone.0086281.ann
T88,LIVB 37248 37264,Dryas octopetala,10.1371_journal.pone.0086281.ann
T89,LIVB 37320 37334,Luzula arcuata,10.1371_journal.pone.0086281.ann
T90,LIVB 37381 37400,Pedicularis hirsuta,10.1371_journal.pone.0086281.ann
T91,LIVB 37456 37469,Salix polaris,10.1371_journal.pone.0086281.ann
T92,LIVB 37516 37535,Stellaria crassipes,10.1371_journal.pone.0086281.ann
T93,LIVB 39282 39292,Alopecurus,10.1371_journal.pone.0086281.ann
T94,LIVB 39293 39305,magellanicus,10.1371_journal.pone.0086281.ann
T95,LIVB 39307 39324,Bistorta vivipara,10.1371_journal.pone.0086281.ann
T96,LIVB 39329 39345,Dryas octopetala,10.1371_journal.pone.0086281.ann
T97,LIVB 39426 39445,"A˚ lesund, Svalbard",10.1371_journal.pone.0086281.ann
T98,LIVB 39469 39480,B. vivipara,10.1371_journal.pone.0086281.ann
T99,LIVB 39493 39511,D. octopetala [51],10.1371_journal.pone.0086281.ann
T100,LIVB 39666 39684,Cassiope tetragona,10.1371_journal.pone.0086281.ann
T101,LIVB 39686 39697,Pedicularis,10.1371_journal.pone.0086281.ann
T102,LIVB 39698 39705,hirsuta,10.1371_journal.pone.0086281.ann
T103,LIVB 39710 39729,Stellaria crassipes,10.1371_journal.pone.0086281.ann
T104,LIVB 40204 40215,Pedicularis,10.1371_journal.pone.0086281.ann
T105,LIVB 40304 40312,Cassiope,10.1371_journal.pone.0086281.ann
T106,LIVB 40543 40551,Cassiope,10.1371_journal.pone.0086281.ann
T107,LIVB 41732 41738,Luzula,10.1371_journal.pone.0086281.ann
T108,LIVB 42075 42086,Stellaria -,10.1371_journal.pone.0086281.ann
T109,LIVB 42141 42149,Cassiope,10.1371_journal.pone.0086281.ann
T110,LIVB 42151 42157,Luzula,10.1371_journal.pone.0086281.ann
T111,LIVB 42162 42173,Pedicularis,10.1371_journal.pone.0086281.ann
T112,LIVB 42993 43012,Vaccinium myrtillus,10.1371_journal.pone.0086281.ann
T113,LIVB 44795 44803,Bistorta,10.1371_journal.pone.0086281.ann
T114,LIVB 44892 44900,Cassiope,10.1371_journal.pone.0086281.ann
T115,LIVB 44905 44916,Pedicularis,10.1371_journal.pone.0086281.ann
T116,LIVB 45315 45325,Alopecurus,10.1371_journal.pone.0086281.ann
T117,LIVB 45327 45335,Bistorta,10.1371_journal.pone.0086281.ann
T118,LIVB 45337 45342,Dryas,10.1371_journal.pone.0086281.ann
T119,LIVB 45344 45350,Luzula,10.1371_journal.pone.0086281.ann
T120,LIVB 45352 45357,Salix,10.1371_journal.pone.0086281.ann
T121,LIVB 45362 45371,Stellaria,10.1371_journal.pone.0086281.ann
T122,LIVB 46356 46373,Bistorta vivipara,10.1371_journal.pone.0086281.ann
T123,LIVB 46411 46424,Salix polaris,10.1371_journal.pone.0086281.ann
T124,LIVB 46490 46508,Cassiope tetragona,10.1371_journal.pone.0086281.ann
T125,LIVB 46584 46598,Luzula arcuata,10.1371_journal.pone.0086281.ann
T126,LIVB 46600 46613,Salix polaris,10.1371_journal.pone.0086281.ann
T127,LIVB 46738 46756,Cassiope tetragona,10.1371_journal.pone.0086281.ann
T128,LIVB 46758 46763,Salix,10.1371_journal.pone.0086281.ann
T129,LIVB 46764 46771,polaris,10.1371_journal.pone.0086281.ann
T130,LIVB 46911 46928,Bistorta vivipara,10.1371_journal.pone.0086281.ann
T131,LIVB 46930 46946,Dryas octopetala,10.1371_journal.pone.0086281.ann
T132,LIVB 47213 47222,Stellaria,10.1371_journal.pone.0086281.ann
T133,LIVB 47223 47232,crassipes,10.1371_journal.pone.0086281.ann
T134,LIVB 47450 47464,Luzula arcuata,10.1371_journal.pone.0086281.ann
T135,LIVB 47469 47485,Dryas octopetala,10.1371_journal.pone.0086281.ann
T136,LIVB 52795 52824,doi:10.1657/1523-0430(06-015),10.1371_journal.pone.0086281.ann
T137,LIVB 53910 53923,Salix pulchra,10.1371_journal.pone.0086281.ann
T138,LIVB 53928 53939,Betula nana,10.1371_journal.pone.0086281.ann
T139,LIVB 54125 54143,Polygonum bistorta,10.1371_journal.pone.0086281.ann
T140,LIVB 54290 54311,Alaskan arctic tundra,10.1371_journal.pone.0086281.ann
T141,LIVB 56265 56283,Cassiope tetragona,10.1371_journal.pone.0086281.ann
T142,LIVB 60306 60325,Polygonum viviparum,10.1371_journal.pone.0086281.ann
T143,LIVB 60602 60618,Dryas octopetala,10.1371_journal.pone.0086281.ann
T144,LIVB 61279 61297,Cassiope tetragona,10.1371_journal.pone.0086281.ann
T145,LIVB 61692 61711,Vaccinium myrtillus,10.1371_journal.pone.0086281.ann
T146,LIVB 61921 61943,Vaccinium myrtillus L.,10.1371_journal.pone.0086281.ann
T0,LIVB 2678 2694,bance Hypothesis,10.1371_journal.pone.0095659.ann
T1,LIVB 10723 10727,DIVE,10.1371_journal.pone.0095659.ann
T2,LIVB 14145 14149,DIVE,10.1371_journal.pone.0095659.ann
T3,LIVB 14168 14172,DIVE,10.1371_journal.pone.0095659.ann
T4,LIVB 14402 14406,DIVE,10.1371_journal.pone.0095659.ann
T5,LIVB 14998 15002,DIVE,10.1371_journal.pone.0095659.ann
T6,LIVB 16198 16202,DIVE,10.1371_journal.pone.0095659.ann
T7,LIVB 16855 16859,DIVE,10.1371_journal.pone.0095659.ann
T8,LIVB 23547 23551,DIVE,10.1371_journal.pone.0095659.ann
T9,LIVB 23593 23597,DIVE,10.1371_journal.pone.0095659.ann
T10,LIVB 28647 28653,diates,10.1371_journal.pone.0095659.ann
T11,LIVB 33192 33196,DIVE,10.1371_journal.pone.0095659.ann
T12,LIVB 34705 34709,DIVE,10.1371_journal.pone.0095659.ann
T13,LIVB 34842 34846,DIVE,10.1371_journal.pone.0095659.ann
T14,LIVB 35272 35276,DIVE,10.1371_journal.pone.0095659.ann
T15,LIVB 41568 41573,Johst,10.1371_journal.pone.0095659.ann
T16,LIVB 46523 46529,Limnol,10.1371_journal.pone.0095659.ann
T17,LIVB 47058 47071,"Johst K, Huth",10.1371_journal.pone.0095659.ann
T0,LIVB 8425 8434,Arionidae,10.1371_journal.pone.0111023.ann
T1,LIVB 9063 9080,mollusc herbivory,10.1371_journal.pone.0111023.ann
T2,LIVB 13728 13744,Carlina vulgaris,10.1371_journal.pone.0111023.ann
T3,LIVB 14336 14367,Centaurea scabiosa - Ce. stoebe,10.1371_journal.pone.0111023.ann
T4,LIVB 14369 14377,Dianthus,10.1371_journal.pone.0111023.ann
T5,LIVB 14410 14434,Inula conyzae - I. hirta,10.1371_journal.pone.0111023.ann
T6,LIVB 14436 14444,Koeleria,10.1371_journal.pone.0111023.ann
T7,LIVB 14472 14507,Scabiosa columbaria -Sc. ochroleuca,10.1371_journal.pone.0111023.ann
T8,LIVB 14512 14538,Silene nutans - Si. otites,10.1371_journal.pone.0111023.ann
T9,LIVB 16665 16678,Festuca rubra,10.1371_journal.pone.0111023.ann
T10,LIVB 44341 44365,Chamaecrista fasciculata,10.1371_journal.pone.0111023.ann
T11,LIVB 49459 49470,A – Carlina,10.1371_journal.pone.0111023.ann
T12,LIVB 49491 49499,Dianthus,10.1371_journal.pone.0111023.ann
T13,LIVB 51020 51028,H. Voigt,10.1371_journal.pone.0111023.ann
T14,LIVB 51233 51242,M. Baudis,10.1371_journal.pone.0111023.ann
T15,LIVB 51247 51258,S. Kosellek,10.1371_journal.pone.0111023.ann
T16,LIVB 52276 52285,Herbivore,10.1371_journal.pone.0111023.ann
T17,LIVB 52696 52710,Arnica montana,10.1371_journal.pone.0111023.ann
T18,LIVB 54349 54358,Holarctis,10.1371_journal.pone.0111023.ann
T19,LIVB 55122 55129,Preslia,10.1371_journal.pone.0111023.ann
T20,LIVB 55601 55622,Digitalis purpurea L.,10.1371_journal.pone.0111023.ann
T21,LIVB 56911 56932,Hippocrepis comosa L.,10.1371_journal.pone.0111023.ann
T22,LIVB 57101 57119,Mimulus cardinalis,10.1371_journal.pone.0111023.ann
T23,LIVB 57124 57134,M. lewisii,10.1371_journal.pone.0111023.ann
T0,LIVB 398 409,OPEN ACCESS,10.1371_journal.pone.0134639.ann
T1,LIVB 1392 1416,http://www.formas.se/en/,10.1371_journal.pone.0134639.ann
T2,LIVB 12997 13004,Hypoxia,10.1371_journal.pone.0134639.ann
T3,LIVB 13756 13761,Grass,10.1371_journal.pone.0134639.ann
T4,LIVB 13842 13860,corallimorpharians,10.1371_journal.pone.0134639.ann
T5,LIVB 14695 14703,ﬁsheries,10.1371_journal.pone.0134639.ann
T6,LIVB 16642 16652,tidal ﬂats,10.1371_journal.pone.0134639.ann
T7,LIVB 25584 25588,kelp,10.1371_journal.pone.0134639.ann
T8,LIVB 39881 39888,b1star3,10.1371_journal.pone.0134639.ann
T9,LIVB 39890 39897,b2star2,10.1371_journal.pone.0134639.ann
T10,LIVB 39902 39909,b2star3,10.1371_journal.pone.0134639.ann
T11,LIVB 41479 41489,Nodematch’,10.1371_journal.pone.0134639.ann
T12,LIVB 41645 41656,Nodefactor’,10.1371_journal.pone.0134639.ann
T13,LIVB 45843 45846,EPL,10.1371_journal.pone.0134639.ann
T14,LIVB 46978 46991,predator-prey,10.1371_journal.pone.0134639.ann
T15,LIVB 51178 51196,"Perring MP, Mackay",10.1371_journal.pone.0134639.ann
T16,LIVB 54757 54761,kelp,10.1371_journal.pone.0134639.ann
T0,LIVB 2680 2691,OPEN ACCESS,10.1371_journal.pone.0144300.ann
T1,LIVB 2793 2798,Grass,10.1371_journal.pone.0144300.ann
T2,LIVB 4663 4670,butions,10.1371_journal.pone.0144300.ann
T3,LIVB 9122 9143,Colophospermum mopane,10.1371_journal.pone.0144300.ann
T4,LIVB 9337 9346,C. mopane,10.1371_journal.pone.0144300.ann
T5,LIVB 9476 9491,Flueggia virosa,10.1371_journal.pone.0144300.ann
T6,LIVB 9578 9598,Bothrichloa radicans,10.1371_journal.pone.0144300.ann
T7,LIVB 9737 9752,Panicum maximum,10.1371_journal.pone.0144300.ann
T8,LIVB 9754 9777,Aristida transvaalensis,10.1371_journal.pone.0144300.ann
T9,LIVB 9779 9803,Schmidtia pappophoroides,10.1371_journal.pone.0144300.ann
T10,LIVB 9808 9816,Digitara,10.1371_journal.pone.0144300.ann
T11,LIVB 11356 11365,C. mopane,10.1371_journal.pone.0144300.ann
T12,LIVB 11373 11384,B. radicans,10.1371_journal.pone.0144300.ann
T13,LIVB 11392 11409,A. transvaalensis,10.1371_journal.pone.0144300.ann
T14,LIVB 11417 11426,P.maxicum,10.1371_journal.pone.0144300.ann
T15,LIVB 11433 11450,S. pappophoroides,10.1371_journal.pone.0144300.ann
T16,LIVB 11460 11476,U. mosambicensis,10.1371_journal.pone.0144300.ann
T17,LIVB 13856 13862,reﬂect,10.1371_journal.pone.0144300.ann
T18,LIVB 17079 17096,A. transvaalensis,10.1371_journal.pone.0144300.ann
T19,LIVB 17098 17109,B. radicans,10.1371_journal.pone.0144300.ann
T20,LIVB 17111 17120,P.maxicum,10.1371_journal.pone.0144300.ann
T21,LIVB 17126 17142,U. mosambicensis,10.1371_journal.pone.0144300.ann
T22,LIVB 17261 17270,C. mopane,10.1371_journal.pone.0144300.ann
T23,LIVB 18438 18445,speciﬁc,10.1371_journal.pone.0144300.ann
T24,LIVB 18589 18590,γ,10.1371_journal.pone.0144300.ann
T25,LIVB 25798 25804,Hydrus,10.1371_journal.pone.0144300.ann
T26,LIVB 26571 26610,CR-1000 datalogger (Campbell Scientific,10.1371_journal.pone.0144300.ann
T27,LIVB 29196 29197,¼,10.1371_journal.pone.0144300.ann
T28,LIVB 33241 33248,butions,10.1371_journal.pone.0144300.ann
T29,LIVB 33718 33725,butions,10.1371_journal.pone.0144300.ann
T30,LIVB 36692 36699,butions,10.1371_journal.pone.0144300.ann
T31,LIVB 44627 44636,Deuterium,10.1371_journal.pone.0144300.ann
T32,LIVB 46669 46675,Alecia,10.1371_journal.pone.0144300.ann
T33,LIVB 48523 48528,logia,10.1371_journal.pone.0144300.ann
T34,LIVB 50277 50282,Grass,10.1371_journal.pone.0144300.ann
T35,LIVB 51591 51601,Grass-Tree,10.1371_journal.pone.0144300.ann
T36,LIVB 52741 52762,Colophospermum mopani,10.1371_journal.pone.0144300.ann
T37,LIVB 53341 53363,Geochim Cosmochim Acta,10.1371_journal.pone.0144300.ann
T38,LIVB 53500 53524,"Vendramini PF, Sternberg",10.1371_journal.pone.0144300.ann
T39,LIVB 55592 55602,Acta Oecol,10.1371_journal.pone.0144300.ann
T40,LIVB 57909 57932,Rev Geophys. 52:412–34.,10.1371_journal.pone.0144300.ann
